headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
"PURGATORIES, SEXUAL AND SPIRITUAL",1984-07-01,article,Review,Book Review Desk,Books,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1984/07/01/books/purgatories-sexual-and-spiritual.html,nyt://article/62e4d62a-7dd7-5299-9f43-4d3cb293314b,By Clancy Sigal
DALTREY TACKLES OPERA AND THEATER,1983-11-14,article,News,Cultural Desk,Theater,"['Music', 'Opera', 'Theater']",https://www.nytimes.com/1983/11/14/theater/daltrey-tackles-opera-and-theater.html,nyt://article/dc22e6ee-02c3-5d8a-ad0b-d2fb7b3f1837,AP
ANSWERS TO QUIZ,1983-08-27,article,Question,National Desk,U.S.,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1983/08/27/us/answers-to-quiz.html,nyt://article/fc109b66-9612-5952-9e26-52e24161adc9,
No Headline,1983-08-23,article,News,Metropolitan Desk,New York,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1983/08/23/nyregion/no-headline-117946.html,nyt://article/6ceb0a71-be97-5b08-9a95-a76eb7305740,
WEAPON AGAINST SATELLITES READY OR TEST,1983-08-23,article,News,Science Desk,Science,"['MISSILES', 'ANTISATELLITE WEAPONS']",https://www.nytimes.com/1983/08/23/science/weapon-against-satellites-ready-or-test.html,nyt://article/a55c11a8-f67c-530a-ba74-b6404d1fe7e2,By William J. Broad
HERS,1983-06-23,article,News,Home Desk,Home & Garden,"['Sex', 'AGED']",https://www.nytimes.com/1983/06/23/garden/hers.html,nyt://article/a3fa322f-4235-50ea-8584-d3e1b4411085,By June P. Wilson
"SPLIT BY VICTORY IN ZIMBABWE, EX-ALLIES WAGE A BITTER WAR",1983-02-18,article,News,Foreign Desk,World,['Politics and Government'],https://www.nytimes.com/1983/02/18/world/split-by-victory-in-zimbabwe-ex-allies-wage-a-bitter-war.html,nyt://article/3eac259e-4a16-52ad-93c4-1edffadf99ae,"By Alan Cowell, Special To the New York Times"
BROKERS AGLOW AT MEETING,1982-12-03,article,News,Financial Desk,Business Day,"['Taxation', 'INDUSTRY PROFILES', 'Conventions and Conferences', 'Law and Legislation', 'INSTITUTIONAL INVESTORS', 'Stocks and Bonds', 'Brokers and Brokerage Firms', 'Banks and Banking', 'STOCK PRICES AND TRADING VOLUME']",https://www.nytimes.com/1982/12/03/business/brokers-aglow-at-meeting.html,nyt://article/61395ace-4809-5b19-a0ae-e00c27b546af,"By Kenneth B. Noble, Special To the New York Times"
Jennifer Leigh and her trip from X to R.,1982-09-03,article,News,Weekend Desk,Movies,"['MOTION PICTURES', 'ACTORS AND ACTRESSES', 'Biographical Information']",https://www.nytimes.com/1982/09/03/movies/at-the-movies-jennifer-leigh-and-her-trip-from-x-to-r.html,nyt://article/fcbd2b04-d3e8-5287-8957-a88d162e0a25,By Chris Chase
'60 MINUTES' LOOKS AT ITSELF AND ITS PRACTICES,1981-09-29,article,News,Cultural Desk,Arts,"['TELEVISION PROGRAMS', 'Television', 'News and News Media']",https://www.nytimes.com/1981/09/29/arts/60-minutes-looks-at-itself-and-its-practices.html,nyt://article/9001de00-fb8b-53cd-8a88-5c0c7b982084,By Tony Schwartz
"'HELL NIGHT,' INITIATION RITE",1981-09-06,article,Review,Cultural Desk,Movies,"['MOTION PICTURES', 'Reviews']",https://www.nytimes.com/1981/09/06/movies/hell-night-initiation-rite.html,nyt://article/ad50f2ef-1849-5bb2-b111-cdee197000f1,By John Corry
JUDGE CITES POLITICAL ASPECTS OF SHERIFF CASE,1981-07-05,article,News,Weschester Weekly Desk,New York,"['Appointments and Executive Changes', 'Politics and Government', 'Police']",https://www.nytimes.com/1981/07/05/nyregion/judge-cites-political-aspects-of-sheriff-case.html,nyt://article/477a6ade-f228-5326-9268-b8623da284c0,By James Feron
A KILLER STALKS IN 'EYES OF A STRANGER',1981-03-27,article,Review,Weekend Desk,Movies,"['MOTION PICTURES', 'Reviews']",https://www.nytimes.com/1981/03/27/movies/a-killer-stalks-in-eyes-of-a-stranger.html,nyt://article/0744d95f-816d-5a06-a88d-59570a303941,By Janet Maslin
House Committee Links Fuel Use to Chrysler Aid,1979-11-15,article,Archives,None,Archives,"['Automobiles', 'Engines', 'Oil (Petroleum) and Gasoline']",https://www.nytimes.com/1979/11/15/archives/house-committee-links-fuel-use-to-chrysler-aid.html,nyt://article/2d181aa5-bff4-5ddb-a177-bdf8e45d5349,By Steven Rattner; Special to The New York Times
Commodities Regulator Criticizes British Policy; Regulator Criticizes Britain,1979-11-12,article,Archives,None,Archives,['Silver'],https://www.nytimes.com/1979/11/12/archives/commodities-regulator-criticizes-british-policy-regulator.html,nyt://article/431ac8e2-8a94-5980-9449-061d9210c560,
Discophobia,1979-07-10,article,Archives,None,Archives,"['Music', 'DISCOTHEQUES']",https://www.nytimes.com/1979/07/10/archives/discophobia.html,nyt://article/0b38cdfa-227b-569b-9a2d-49455464ac64,By Robert Vare
Stemming Flow Of Street Drugs Eludes Harlem,1979-06-25,article,Archives,None,Archives,"['DRUG ADDICTION, ABUSE AND TRAFFIC']",https://www.nytimes.com/1979/06/25/archives/stemming-flow-of-street-drugs-eludes-harlem-urban-affairs.html,nyt://article/e03b203e-0d46-5581-b857-8d19ec4d95c7,By Roger Wilkins
‘NBC Theater’,1979-06-23,article,Archives,None,Archives,"['TELEVISION AND RADIO', 'PROGRAMS', 'MOTION PICTURES', 'TELEVISION AND RADIO', 'PROGRAMS']",https://www.nytimes.com/1979/06/23/archives/nbc-theater-planning-3-major-play-productions-the-big-event-and.html,nyt://article/bd511650-6716-584c-a430-0400a72b0b67,By Les Brown
"In Indonesia, A Writer's Plight",1977-11-19,article,Archives,None,Archives,[],https://www.nytimes.com/1977/11/19/archives/in-indonesia-a-writers-plight.html,nyt://article/4477f776-7e0f-5a35-8225-cc4648260e3c,By Jeri Laber
President of a Financially Troubled Theater in Westchester Resigns,1977-11-13,article,Archives,None,Archives,[],https://www.nytimes.com/1977/11/13/archives/president-of-a-financially-troubled-theater-in-westchester-resigns.html,nyt://article/7b10b763-2619-54e4-baa2-17b12c2e5479,By Edward Hudson Special to The New York Times
Nancy Hanks Honored for Arts Role,1977-11-11,article,Archives,None,Archives,[],https://www.nytimes.com/1977/11/11/archives/new-jersey-weekly-nancy-hanks-honored-for-arts-role.html,nyt://article/6cd48ce4-626f-5e76-ae1b-073e478071da,
"Shavers, in Lieu of Any Verbal Jab, Gives All a Gift and Gets Some Gab",1977-09-24,article,Archives,None,Archives,[],https://www.nytimes.com/1977/09/24/archives/shavers-in-lieu-of-any-verbal-jab-gives-ali-a-gift-and-gets-some.html,nyt://article/e0750c2d-170f-5dc1-b774-14e53763c53d,By Deane McGowen
Film and TV Unions Bend Rules for Jobs,1977-08-24,article,Archives,None,Archives,"['TELEVISION AND RADIO', 'PERSONNEL', 'MOTION PICTURES']",https://www.nytimes.com/1977/08/24/archives/film-and-tv-unions-bend-rules-for-jobs-producers-also-must-extend.html,nyt://article/26c30046-b38c-5d3d-a033-55bf87e6134b,
To Stop Redlining,1976-06-14,article,Archives,None,Archives,['Housing'],https://www.nytimes.com/1976/06/14/archives/to-stop-redlining.html,nyt://article/c4867794-8aa7-5630-ae30-ae5b312224d0,
Where Women Made History,1976-06-06,article,Archives,None,Archives,['Historic Buildings and Sites'],https://www.nytimes.com/1976/06/06/archives/where-women-made-history-where-10-american-women-made-history.html,nyt://article/b1cc1578-322f-56ef-89ec-0a546be9d410,By Jurate Kazickas and LYNN SHERR
Arts and Leisure Guide,1975-11-16,article,Archives,None,Archives,"['Music', 'CONCERTS AND RECITALS']",https://www.nytimes.com/1975/11/16/archives/article-1-no-title-arts-and-leisure-guide-arts-and-leisure-guide.html,nyt://article/76a3a858-28d3-5450-97c1-ef916376dde4,
Theater,1975-11-02,article,Archives,None,Archives,"['Theater', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1975/11/02/archives/theater-arts-and-leisure-guide-arts-and-leisure-guide-arts-and.html,nyt://article/5536bc91-d0ba-53af-9dfa-091883220c61,
Arts and Leisure Guide,1975-10-19,article,Archives,None,Archives,"['Music', 'Travel and Vacations', 'MOTION PICTURES', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1975/10/19/archives/arts-and-leisure-guide-arts-and-leisure-guide-arts-and-leisure.html,nyt://article/298f8ad8-2376-5134-aa15-c2ac845c7468,Edited by Ann Barry
Arts and Leisure Guide,1975-10-12,article,Archives,None,Archives,"['Music', 'CONCERTS AND RECITALS', 'International Relations', 'HOTELS, BARS, MOTELS, NIGHT CLUBS AND RESTAURANTS', 'Politics and Government', 'Art']",https://www.nytimes.com/1975/10/12/archives/arts-and-leisure-guide-arts-and-leisure.html,nyt://article/4bf073e7-5050-5abc-9a9e-df01ee4be8a7,Edited by Ann Barry
Arts and Leisure Guide,1975-05-04,article,Archives,None,Archives,"['Books and Literature', 'Children and Youth', 'Seasons and Months', 'TRAVEL (PRESIDENTIAL)']",https://www.nytimes.com/1975/05/04/archives/arts-and-leisure-guide-arts-and-leisure-guide-arts-and-leisure.html,nyt://article/675b6139-51e7-59e7-b828-3e7c70945b0d,Edited by Ann Barry
About New York,1975-04-04,article,Archives,None,Archives,['Gambling'],https://www.nytimes.com/1975/04/04/archives/about-new-york-its-still-the-devils-game.html,nyt://article/94fb9201-0afd-5cf5-b49b-1091ab62e52d,By Tom Buckley
FILM VIEW,1975-03-30,article,Archives,None,Archives,[],https://www.nytimes.com/1975/03/30/archives/film-view-vincent-canby-when-too-much-is-just-about-right.html,nyt://article/466d904c-5e96-5661-a14e-3690af2594f2,
"Film::'Tommy,' The Who's Rock Saga",1975-03-20,article,Review,,Archives,['MOTION PICTURES'],https://www.nytimes.com/1975/03/20/archives/filmtommy-the-whos-rock-saga.html,nyt://article/ded8aa77-6137-59fd-9c57-24abf4335633,By Vincent Canby
Film,1974-06-23,article,Archives,None,Archives,[],https://www.nytimes.com/1974/06/23/archives/what-the-blazes-is-ken-russell-up-to-now-a-rock-opera-what-the.html,nyt://article/9493fd6b-323c-57ba-95a9-a2636f664849,By William Hall
"Musical Punkisin, or, the What, where and why of the Who",1974-06-09,article,Archives,None,Archives,"['Music', 'CONCERTS AND RECITALS']",https://www.nytimes.com/1974/06/09/archives/musical-punkism-or-the-what-where-and-why-of-the-who-the-who-s.html,nyt://article/9f918ade-aaae-5ce2-b68a-1255d71b79ca,By Henry Edwards
Alchemy of the Self,1973-03-31,article,Archives,None,Archives,['MOHAMMEDANISM'],https://www.nytimes.com/1973/03/31/archives/alchemy-of-the-self.html,nyt://article/282774fb-403f-5424-821f-56c18efd4f21,By Ian Dallas
Will an All‐Star Cast Help ‘Tommy’?,1972-12-17,article,Archives,None,Archives,[],https://www.nytimes.com/1972/12/17/archives/will-an-allstar-cast-help-tommy-will-an-allstar-can-help-the-whos.html,nyt://article/b5be71fe-7bf9-540a-87b4-463d10b20b45,By John Rockwell
ALIOTO'S LIBEL SUIT SHIFTS TO MONTANA,1971-12-12,article,Archives,None,Archives,[],https://www.nytimes.com/1971/12/12/archives/aliotos-libel-suit-shifts-to-montana.html,nyt://article/9853f4f0-1fb8-5c58-810a-7e5bd04d2030,
Encounter Groupers Up Against the Wall,1971-01-03,article,Archives,None,Archives,['Psychology and Psychologists'],https://www.nytimes.com/1971/01/03/archives/encounter-groupers-up-against-the-wall-encounter-groupers-few-of.html,nyt://article/e568bba2-f5a0-5344-bc07-e080b3618cb2,By Bruce L. Maliver
She's 94 and Still Busy Doing for Others,1970-12-04,article,Archives,None,Archives,"['Longevity', 'SOUTH']",https://www.nytimes.com/1970/12/04/archives/shes-94-and-still-busy-doing-for-others.html,nyt://article/bbeb1a7f-4542-5ac3-b408-2e034a27bfeb,By Angela Taylor
‘Tommy’ Is Poignantly Sentimental,1970-06-08,article,Archives,None,Archives,[],https://www.nytimes.com/1970/06/08/archives/tommy-is-poignantly-sentimental.html,nyt://article/8eb71423-3640-5907-a72b-af2ee1778537,By Donal Henahan
The Who and ‘Tommy’ Rock the Met,1970-06-08,article,Archives,None,Archives,"['Opera', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS', 'Opera', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1970/06/08/archives/the-who-and-tommy-rock-the-met.html,nyt://article/dc3a3ace-1e54-51ec-9205-26c639349501,By McCandlish Phillips
Metropolitan Opera House Set To Greet ‘Tommy’ and the Who,1970-05-16,article,Archives,None,Archives,"['Opera', 'Opera', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1970/05/16/archives/metropolitan-opera-house-set-to-great-tommy-and-the-who.html,nyt://article/211bcc35-dd27-538f-aaca-ae369f548560,By Theodore Strongin
A SERGEANT SAYS HE'LL SEE RUSKIN,1970-05-02,article,Archives,None,Archives,"['STAFF CHANGES', 'CORRUPTION CHARGES']",https://www.nytimes.com/1970/05/02/archives/a-sergeant-says-hell-see-ruskin-holder-of-police-awards-will-tell-a.html,nyt://article/49033588-c07a-5eb1-93bb-699e76ece72c,By David Burnham
Artists in South Vietnam Are Still Able to Wield a Critical Brush,1970-04-29,article,Archives,None,Archives,"['GENERAL POLICIES OF BELLIGERENTS, OTHER MAJOR POWERS', 'REACTIONS IN SOUTH VIETNAM', 'MISCELLANEOUS', 'Art']",https://www.nytimes.com/1970/04/29/archives/artists-in-south-vietnam-are-still-able-to-wield-a-critical-brush.html,nyt://article/ce60c4fc-cfc3-5f1e-8028-b77057a40918,By Gloria Emerson Special to The New York Times
Massachusetts Coach Is Sorry Marquette Switched to N.I.T.,1970-03-10,article,Archives,None,Archives,[],https://www.nytimes.com/1970/03/10/archives/massachusetts-coach-is-sorry-marquette-switched-to-nit.html,nyt://article/9508316c-61cb-5a22-98f1-b352709cf48b,
HOOVER ASKS VIGIL OYER EXTREMISTS; Warns on ‘Opportunists’ in the Rights Movement,1964-12-13,article,Archives,None,Archives,[],https://www.nytimes.com/1964/12/13/archives/hoover-asks-vigil-oyer-extremists-warns-on-opportunists-in-the.html,nyt://article/6951c7e3-0628-5607-9223-415e82b395c1,
The Criminal Gets the Breaks,1964-11-29,article,Archives,None,Archives,['Crime and Criminals'],https://www.nytimes.com/1964/11/29/archives/the-criminal-gets-the-breaks.html,nyt://article/b626d567-7e93-5f98-baac-20e632751ea8,
"ECHOES TILDEN'S CALL HERE; He Scores Roosevelt as 'Blind, Deaf and Dumb' to Tammany Graft. FEARS 'RULE BY RACKET' 'Punish the Scoundrels,' Is the Candidate's Final Plea at Historic Cooper Union. SEES THE CITY SACRIFICED Governor Was Afraid a Full Inquiry Would Hurt Chances in 1932, Rival Charges.",1930-11-02,article,Archives,None,Archives,"['Politics and Government', 'Elections', 'GOVERNOR', 'Elections', 'ATTORNEY GENERAL']",https://www.nytimes.com/1930/11/02/archives/echoes-tildens-call-here-he-scores-roosevelt-as-blind-deaf-and-dumb.html,nyt://article/78dbaece-30db-5ea9-af9e-891fa277f9ea,
THE SCREEN,1919-08-19,article,Review,,Archives,['MOTION PICTURES'],https://www.nytimes.com/1919/08/19/archives/the-screen.html,nyt://article/95612395-6ddd-545d-b435-614258d9b31c,
"HELEN KELLER CAN SING NOW; Born Blind, Deaf, and Dumb, She Has Overcome All Handicaps.",1912-08-16,article,Archives,None,Archives,[],https://www.nytimes.com/1912/08/16/archives/helen-keller-can-sing-now-born-blind-deaf-and-dumb-she-has-overcome.html,nyt://article/94509d90-1692-5a6b-bb2d-526ef02bb747,Special to The New York Times
"SCHOOL CHRISTMAS PLAN AT EDUCATION BOARD; It Won't Interfere with the Trees or the Pictures. VOTE AT THE NEXT MEETING Report Recommending Special Schools for the Blind, Deaf, and Dumb Also Considered.",1907-01-10,article,Archives,None,Archives,[],https://www.nytimes.com/1907/01/10/archives/school-christmas-plan-at-education-board-it-wont-interfere-with-the.html,nyt://article/3c63b285-7ed1-5186-96df-d29e4b200373,
"DUKE OF NORFOLK MAY MARRY AGAIN; Reported to be Engaged to Lady Alice Fitzwilliam. Only Child of the Earl Marshal of England Was Born Deaf, Dumb, and Blind.",1901-10-19,article,Archives,None,Archives,[],https://www.nytimes.com/1901/10/19/archives/duke-of-norfolk-may-marry-again-reported-to-be-engaged-to-lady.html,nyt://article/c8da5834-1824-58c9-a5ed-4a2af8ef8dea,
"DEAF, DUMB, AND BLIND GIRL.; Is an Earnest Pupil at Perkin's Institution in Boston.",1901-09-22,article,Archives,None,Archives,[],https://www.nytimes.com/1901/09/22/archives/deaf-dumb-and-blind-girl-is-an-earnest-pupil-at-perkins-institution.html,nyt://article/50b038ca-67f8-5a18-9038-0f41e208a45e,Special to The New York Times
"MISS HELEN KELLER EXAMINED.; Deaf, Dumb, and Blind Girl to Enter Radcliffe College.",1897-06-30,article,Archives,None,Archives,[],https://www.nytimes.com/1897/06/30/archives/miss-helen-keller-examined-deaf-dumb-and-blind-girl-to-enter.html,nyt://article/2f434861-ff9a-54e0-9038-395249d4981a,
"HELEN KELLER'S EDUCATION.; Though Deaf, Dumb, and Blind, She Speaks and Understands Spoken Words.",1893-06-18,article,Archives,None,Archives,[],https://www.nytimes.com/1893/06/18/archives/helen-kellers-education-though-deaf-dumb-and-blind-she-speaks-and.html,nyt://article/47668b20-2bfb-576b-8a9c-ae4a1c5c306e,
"WORK OF DEAF AND DUMB; AFFLICTED PUPILS SHOW WONDERPUL ACCOMPLISHMENTS. Visitors Astonished at the Seventy-fifth Commencement of the New-York Institution -- Sketches and Paintings That Would Do Credit to Young Artists with All Their Faculties -- Methods of Instruction Illustrated -- Deaf, Dumb, and Blind Orris Benson an Inventive Genius.",1893-06-14,article,Archives,None,Archives,[],https://www.nytimes.com/1893/06/14/archives/work-of-deaf-and-dumb-afflicted-pupils-show-wonderpul.html,nyt://article/e8818b01-4237-5118-995a-7ebb54cafe7d,
"LITTLE EDITH THOMAS'S VISIT.; A DEAF, DUMB, AND BLIND GIRL AT THE WHITE HOUSE.",1892-01-12,article,Archives,None,Archives,[],https://www.nytimes.com/1892/01/12/archives/little-edith-thomass-visit-a-deaf-dumb-and-blind-girl-at-the-white.html,nyt://article/3295b096-596e-52a5-a159-d04bcfa4c62c,
"A PHENOMENAL CHILD.; ACQUIREMENTS OF LITTLE DEAF, DUMB, AND BLIND HELEN KELLER.",1890-05-25,article,Archives,None,Archives,[],https://www.nytimes.com/1890/05/25/archives/a-phenomenal-child-acquirements-of-little-deaf-dumb-and-blind-helen.html,nyt://article/5f40b887-b94a-511d-abf4-f9bb3c6f7d5e,From the Memphis Commercial
"THE DEAF, DUMB, AND BLIND GIRL.",1889-01-27,article,Archives,None,Archives,[],https://www.nytimes.com/1889/01/27/archives/the-deaf-dumb-and-blind-girl.html,nyt://article/9c9bec89-f195-50da-ac05-1856c502fcbc,
"REMARKABLE PROGRESS.; WHAT A DEAF, DUMB, AND BLIND BOY HAS BEEN TAUGHT.",1887-06-27,article,Archives,None,Archives,[],https://www.nytimes.com/1887/06/27/archives/remarkable-progress-what-a-deaf-dumb-and-blind-boy-has-been-taught.html,nyt://article/64255c3a-992c-596d-9505-b1724322dc46,
"LAURA BRIDGMAN.; THB BLIND, DEAF, AND DUMB WOMAN'S VISIT TO A WATCH FACTORY.",1887-05-23,article,Archives,None,Archives,[],https://www.nytimes.com/1887/05/23/archives/laura-bridgman-thb-blind-deaf-and-dumb-womans-visit-to-a-watch.html,nyt://article/8ff89b7b-e8a6-519e-801b-09bae8261e10,
"A DEAF, DUMB, AND BLIND BURGLAR.",1886-12-10,article,Archives,None,Archives,[],https://www.nytimes.com/1886/12/10/archives/a-deaf-dumb-and-blind-burglar.html,nyt://article/a0c6c420-8849-50ee-a814-08fe789c3731,
"DEAF, DUMB, AND BLIND.",1886-11-28,article,Archives,None,Archives,[],https://www.nytimes.com/1886/11/28/archives/deaf-dumb-and-blind.html,nyt://article/47a0755c-cee1-5408-a303-ac574c8e205b,
BETTER BE BLIND THAN DEAF AND DUMB.,1886-06-06,article,Archives,None,Archives,[],https://www.nytimes.com/1886/06/06/archives/better-be-blind-than-deaf-and-dumb.html,nyt://article/20998fb9-1e3c-57b8-8cc9-706fc81613f9,
"DEAF, DUMB, BLIND, AND DRUNK.",1878-11-11,article,Archives,None,Archives,[],https://www.nytimes.com/1878/11/11/archives/deaf-dumb-blind-and-drunk.html,nyt://article/ea2fcf0c-c895-593b-986d-a7ba6bc48687,
American Bible Society.,1865-12-04,article,Archives,None,Archives,[],https://www.nytimes.com/1865/12/04/archives/american-bible-society.html,nyt://article/53b7a7b0-dd70-578d-859a-1e83d235a4e1,
"The Deafand Dumb Asylana at Raleigh, North Carolina.; A DESERVING CHARITY.",1865-06-18,article,Archives,None,Archives,['MISCELLANEOUS'],https://www.nytimes.com/1865/06/18/archives/the-deafand-dumb-asylana-at-raleigh-north-carolina-a-deserving.html,nyt://article/1ce90b9b-e440-58c0-9cba-3772ad3f2e98,
OUT-DOOR SPORTS.; Base Ball. Cricket. Opening of the First Hebrew Free School. The State Census.,1865-06-17,article,Archives,None,Archives,"['MISCELLANEOUS', 'JEWS']",https://www.nytimes.com/1865/06/17/archives/outdoor-sports-base-ball-cricket-opening-of-the-first-hebrew-free.html,nyt://article/0daa70f9-017b-52b3-829e-33dcb372bb72,
"THE SOUTH.; JEFF. DAVIS AND HIS GOVERNMENT. The Rebel Senate in Judgment on the Rebel President. THE REVELATIONS OF DESPAIR. Scathing Commentary on the Dishonesty, Delays, and Disasters of the Davis Administration. Conscription, Currency, Tax, and Impressment Bills Rejected by the Gross. Lee the Forlorn Hope of the Rebels. Address of the Rebel Congress to the People of the South. Rodomontade and Misrepresentation. THE REBEL CONGRESS ON JEFF DAVIS. THE POLICY OF ARMING SLAVES. THE SUBJECT OF EXEMPTIONS. DETAILED MEN. CONSCRIPTION OF MINISTERS AND EDITORS. CLASS EXEMPTIONS. GENERAL MILITIA LAW. THE WRIT Of HABEAS CORPUS. IMPRESSMENTS. FINANCIAL TROUBLES. A VERY TRIFLING DEFICIENCY. THE REBEL TAX BILL.",1865-03-23,article,Archives,None,Archives,['WAR'],https://www.nytimes.com/1865/03/23/archives/the-south-jeff-davis-and-his-government-the-rebel-senate-in.html,nyt://article/35432d5f-abb2-5001-a926-8601e74911b1,
The Miscellaneous Appropriation Bill.,1865-03-12,article,Archives,None,Archives,[],https://www.nytimes.com/1865/03/12/archives/the-miscellaneous-appropriation-bill.html,nyt://article/a506a898-b75d-543e-9f8f-f93845b42856,
American Geographical and Statistical Society.; INTERESTING PARTICULARS OF THE COMING CENSUS. Solider's Library. Internal Revenue. The Quota and the Draft.,1865-02-03,article,Archives,None,Archives,['MISCELLANEOUS'],https://www.nytimes.com/1865/02/03/archives/american-geographical-and-statistical-society-interesting.html,nyt://article/bef429b9-bc1c-5771-b402-1eec2312bb7b,
Sherman's Campaign Already a Success.,1864-12-03,article,Archives,None,Archives,['Editorials'],https://www.nytimes.com/1864/12/03/archives/shermans-campaign-already-a-success.html,nyt://article/86c5cdae-cc26-54f9-b084-ad957fd298c8,
THE FALL ELECTIONS IN THE WEST,1864-07-14,article,Archives,None,Archives,[],https://www.nytimes.com/1864/07/14/archives/the-fall-elections-in-the-west.html,nyt://article/2c0c9b5f-7465-5653-a2cf-b5c95dff7cab,
PROCEEDINGS OF CONGRESS.; SENATE. THE GRADE OF LINE OFFICERS IN THE NAVY. CIVIL APPROPRIATION. THE PUBLIC WORKS. THE LOAN BILL. THE PACIFIC TELEGRAPH. TRADE WITH REBEL STATES. A CATALOGUE. MASTERS. PROGRESS OF CERTAIN GUNBOATS CIVIL APPROPRIATIONS.,1864-06-25,article,Archives,None,Archives,[],https://www.nytimes.com/1864/06/25/archives/proceedings-of-congress-senate-the-grade-of-line-officers-in-the.html,nyt://article/35bae8ed-11ec-56cc-8738-5ba688e6929f,
PROCEEDINGS OF CONGRESS.; SENATE. HOUSE OF REPRESENTATIVES.,1864-03-26,article,Archives,None,Archives,[],https://www.nytimes.com/1864/03/26/archives/proceedings-of-congress-senate-house-of-representatives.html,nyt://article/df514956-23d1-58d1-a252-67afd4195ecf,
"FROM THE SOUTH; Legislative Resources of the Rebellion. The Tax, Currency and Military Bills. HOW THE REBELS RAISE MEN AND MONEY Secret History of the Rebel Navy Department. Spirit of the Press, Miscellaneous Matters, &c. THE REBEL CONGRESS. THE MILITARY BILL. SYNOPSIS OF THE TAX BILL. GENERAL APPROPRIATION BILL.",1864-02-27,article,Archives,None,Archives,['WAR'],https://www.nytimes.com/1864/02/27/archives/from-the-south-legislative-resources-of-the-rebellion-the-tax.html,nyt://article/10150178-fa49-536c-8da8-4904c00fe026,
FROM THE SOUTH.; The Rebel Military Bill Longstreet vs. Foster.,1864-02-05,article,Archives,None,Archives,['WAR'],https://www.nytimes.com/1864/02/05/archives/from-the-south-the-rebel-military-bill-longstreet-vs-foster.html,nyt://article/993dc4f2-632b-558a-ac16-915fc08a9b79,
THE INTERIOR DEPARTMENT,1863-12-10,article,Archives,None,Archives,['Editorials'],https://www.nytimes.com/1863/12/10/archives/the-interior-department.html,nyt://article/b097895a-9709-5941-b340-f6a22a5dcd91,
FROM THE SOUTH.; AFFAIRS IN NORTH CAROLINA. THE ELECTIONS. FIGHTING NEAR ASHEVILLE. MISSISSIPPI. MISCELLANEOUS.,1863-11-14,article,Archives,None,Archives,[],https://www.nytimes.com/1863/11/14/archives/from-the-south-affairs-in-north-carolina-the-elections-fighting.html,nyt://article/4c1f809b-bcf7-50fa-ba5a-d85151c76be6,From the Petersburgh Register
THE CONSCRIPTION IN FRANCE.,1863-11-01,article,Archives,None,Archives,"['FOREIGN', 'WAR']",https://www.nytimes.com/1863/11/01/archives/the-conscription-in-france.html,nyt://article/d9b443f7-4b1e-5299-8050-9058decdb43a,
"SURGICAL AND PRACTICAL OBSERVATIONS ON THE DISEASES OF THE EAR, WITH THE NEW MODE OF TREATING DEAFNESS.; TO WHICH IS ADDED AN APPENDIX. Containing a Treatise on Uatarrh and the New System of treating it BY J.E. VON EISENBERG, M.D.of No. 816 Broadway.",1863-09-03,article,Archives,None,Archives,[],https://www.nytimes.com/1863/09/03/archives/surgical-and-practical-observations-on-the-diseases-of-the-ear-with.html,nyt://article/142261e0-8122-5ca8-a68a-688704f944e4,
THE BATTLE OF WINCHESTER.,1862-04-20,article,Archives,None,Archives,[],https://www.nytimes.com/1862/04/20/archives/the-battle-of-winchester.html,nyt://article/be7f7524-3eea-5028-a61b-a24837815d61,
The Case of Major Beckwith Reply of Our Washington Correspondent.; UNFOUNDED ASPERSIONS.,1861-10-18,article,Archives,None,Archives,[],https://www.nytimes.com/1861/10/18/archives/the-case-of-major-beckwith-reply-of-our-washington-correspondent.html,nyt://article/bbc78e4f-4688-5c73-97b2-fd72ec338cb8,
MEETING OF THE NEW-YORK SANITARY ASSOCIATION.; CONSANGUINITY IN MARRIAGE--CHANGE OF LOCATION FOR THE MEETINGS OF THE ASSOCIATION.,1861-01-05,article,Archives,None,Archives,[],https://www.nytimes.com/1861/01/05/archives/meeting-of-the-newyork-sanitary-association-consanguinity-in.html,nyt://article/ad62c66e-f8fe-5888-954c-493a0596602b,
"DEPARTMENT OF THE INTERIOR.; Report of Hon. J.B. Thompson, Secretary of the Interior.",1860-12-06,article,Archives,None,Archives,[],https://www.nytimes.com/1860/12/06/archives/department-of-the-interior-report-of-hon-jb-thompson-secretary-of.html,nyt://article/7c15eeca-2da8-5fd8-99de-ed49ea566887,
LOCAL POLITICS.; 7788,1860-10-30,article,Archives,None,Archives,[],https://www.nytimes.com/1860/10/30/archives/local-politics-7788.html,nyt://article/92fd199d-0642-5f8f-b3a7-fc693d3dbe10,
