headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
The Gimme Guide,2011-12-01,article,News,Home,Home & Garden,"['Gifts', 'Interior Design and Furnishings', 'Shopping and Retail', 'Hanukkah', 'Customs, Etiquette and Manners', 'Christmas']",https://www.nytimes.com/2011/12/01/garden/the-holiday-gimme-guide.html,nyt://article/1d519143-057e-57ec-ae12-a99e574e53b8,By Penelope Green
United and Pepsi Affairs Force Brands to Respect Social Media,2017-04-14,article,News,Business,Business Day,"['Social Media', 'Customer Relations']",https://www.nytimes.com/2017/04/13/business/media/united-and-pepsi-affairs-force-brands-to-respect-social-media.html,nyt://article/1d53495b-5c42-5005-9f3e-dedcffa0a4df,By Sapna Maheshwari
Another View: Looking Beyond the Volcker Rule,2010-02-04,article,,,Business Day,"['Banks and Banking', 'Glass-Steagall Act (1933)', 'Regulation and Deregulation of Industry', 'Subprime Mortgage Crisis']",https://dealbook.nytimes.com/2010/02/04/another-view-looking-beyond-the-volcker-rule/,nyt://article/1d53c182-f815-5aee-af81-10dac2d65490,By Dealbook
How to Reduce Suicides in College,2018-05-17,article,Letter,Letters,Opinion,"['Suicides and Suicide Attempts', 'Colleges and Universities', 'Depression (Mental)', 'Parenting']",https://www.nytimes.com/2018/05/17/opinion/college-suicide.html,nyt://article/1d7b20d7-feeb-5a76-ae72-2bcb01e3ca8d,
From Working for Jesse Helms to Writing ‘Tales of the City’,2017-12-08,article,Review,BookReview,Books,"['Books and Literature', 'Writing and Writers']",https://www.nytimes.com/2017/12/08/books/review/logical-family-memoir-armistead-maupin.html,nyt://article/1d835ab7-3a4e-5488-96b0-0ce8a8e52fe3,By Jim Grimsley
"Hillary Battles Bernie Sanders, Chick Magnet",2016-02-06,article,Op-Ed,OpEd,Opinion,"['Presidential Election of 2016', 'Women and Girls', 'Debates (Political)']",https://www.nytimes.com/2016/02/07/opinion/sunday/hillary-battles-bernie-sanders-chick-magnet.html,nyt://article/1d9a2457-3a4b-5911-8d51-5187e6e94ad4,By Maureen Dowd
"At This School, Misfits Make Up the Student Body",2010-09-08,article,Review,Culture,Books,['Books and Literature'],https://www.nytimes.com/2010/09/09/books/09book.html,nyt://article/1d9de67f-5bbe-5478-b72c-ae5641cac597,By Janet Maslin
"Louis C.K. Turns Up at a Comedy Club, but This Time It’s No Secret",2018-10-30,article,News,Culture,Arts,"['#MeToo Movement', 'Comedy and Humor', 'Sexual Harassment', 'Women and Girls', 'Demonstrations, Protests and Riots']",https://www.nytimes.com/2018/10/30/arts/louis-ck-comedy-cellar.html,nyt://article/1de0a020-f09b-5f7d-b613-f1f5bf027e43,By Sopan Deb
Drilling in West Pits Republican Policy Against Republican Base,2005-06-22,article,News,National Desk,U.S.,['Oil (Petroleum) and Gasoline'],https://www.nytimes.com/2005/06/22/us/drilling-in-west-pits-republican-policy-against-republican-base.html,nyt://article/1e2074d5-8a9d-5fda-9cd3-835371d6c1a4,By Timothy Egan
Bush Seeking House Allies On Airport Security Plan,2001-11-01,article,News,National Desk,U.S.,"['World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'Hijacking', 'Security and Warning Systems', 'Law and Legislation', 'Terrorism']",https://www.nytimes.com/2001/11/01/us/nation-challenged-airport-security-bush-seeking-house-allies-airport-security.html,nyt://article/1e36a607-cb9f-5f0f-aed1-2dac78b84a8c,By Lizette Alvarez
"No Charges in Assault Complaint at V.A. Hospital, and a Public Fight Erupts",2020-01-16,article,News,Washington,U.S.,"['Veterans', 'United States Politics and Government', 'Sexual Harassment', 'Sex Crimes']",https://www.nytimes.com/2020/01/16/us/politics/sexual-assault-va-hospitals.html,nyt://article/1e6011c1-eb16-523e-b817-4403c654e2e2,By Jennifer Steinhauer
"THE 43rd PRESIDENT: THE EXPERTS; Ruling Will Hold a Place, As Yet Unclear, in History",2000-12-14,article,News,National Desk,U.S.,"['Suits and Litigation', 'Presidential Election of 2000', 'Decisions and Verdicts']",https://www.nytimes.com/2000/12/14/us/43rd-president-experts-ruling-will-hold-place-yet-unclear-history.html,nyt://article/1e6e4c38-0d39-50d0-b1cf-dfae558ec21d,By Amy Waldman
Lessons of Life Interpreted Through Novels,2006-08-24,article,Review,Culture,Books,"['Books and Literature', 'Writing and Writers']",https://www.nytimes.com/2006/08/24/books/24eder.html,nyt://article/1e78d82d-c485-5aea-9c8c-655fd8f6ce26,By Richard Eder
MOVIE GUIDE,2003-09-26,article,Schedule,"Movies, Performing Arts/Weekend Desk",Movies,[],https://www.nytimes.com/2003/09/26/movies/movie-guide.html,nyt://article/1eb02237-9fd6-5abe-aeaf-814ac033f6aa,
"Can Maxim, A Magazine For Young Men, Translate to TV?",2002-12-20,article,News,Business/Financial Desk,Business Day,"['Pro Bowl', 'Television', 'Football', 'Awards, Decorations and Honors']",https://www.nytimes.com/2002/12/20/business/media-business-advertising-can-maxim-magazine-for-young-men-translate-tv.html,nyt://article/1ebc7602-61ab-51c9-a3d8-41e96d369d27,By David Carr
Christie and G.O.P. Repay State for Helicopter Flights,2011-06-03,article,News,Metro,New York,"['Helicopters', 'Governors (US)']",https://www.nytimes.com/2011/06/03/nyregion/christie-and-gop-pay-back-nj-for-helicopter-use.html,nyt://article/1ed1ed3e-35c0-5512-b552-a67f7ffcba4b,By Richard Pérez-Peña
Romney Trying to Recast Wealth to Be Seen as Asset,2012-03-03,article,News,National,U.S.,"['United States Economy', 'Presidential Election of 2012', 'United States Politics and Government']",https://www.nytimes.com/2012/03/03/us/politics/mitt-romney-now-talking-of-his-wealth-as-an-asset.html,nyt://article/1f14ef70-fd99-58f1-a0b4-70be67cb78f7,By Ashley Parker and Jodi Kantor
Movie Listings for June 17-23,2016-06-17,article,Schedule,Weekend,Movies,['Movies'],https://www.nytimes.com/2016/06/17/movies/movie-listings-for-june-17-23.html,nyt://article/1f253f9a-0042-5a40-88e6-f6a25c18f1ad,
"From Bloomberg, a New Luxury Magazine",2012-02-12,article,News,,Business Day,"['ADVERTISING AND MARKETING', 'Magazines']",https://mediadecoder.blogs.nytimes.com/2012/02/12/from-bloomberg-a-new-luxury-magazine/,nyt://article/1f5030eb-36f8-5dae-8a44-ea5781ad09e8,By Amy Chozick
The Faith-Based President Defrocked,2005-10-09,article,Op-Ed,Editorial Desk,Opinion,['Leaders and Leadership'],https://www.nytimes.com/2005/10/09/opinion/the-faithbased-president-defrocked.html,nyt://article/1f778dea-68fb-5f01-b4c9-0fc3574d9ef5,By Frank Rich
"At Valentino, Diversity by Design",2019-07-04,article,Review,Styles,Fashion & Style,"['Fashion and Apparel', 'Couture (Fashion)', 'your-feed-fashion']",https://www.nytimes.com/2019/07/04/fashion/valentino-couture-paris.html,nyt://article/1fb9daec-8ce2-5e48-ba75-90bcbc4e3ef7,By Vanessa Friedman
"Ah, But There’s No Shame In Shaming",2007-03-06,article,News,,Magazine,[],https://themedium.blogs.nytimes.com/2007/03/06/ah-but-theres-no-shame-in-shaming/,nyt://article/1fbb2c59-6f6f-59a3-b230-1d33d6538e0c,By Virginia Heffernan
Odds Favor Obama -- for Now,2011-02-06,article,News,Foreign,U.S.,"['Presidential Elections (US)', 'Unemployment', 'Afghanistan War (2001- )']",https://www.nytimes.com/2011/02/07/us/07iht-letter07.html,nyt://article/1fc894db-114e-5fbd-a2cc-e4757f47c81c,By ALBERT R. HUNT | BLOOMBERG NEWS
Atlanta Hawks’ Sculptors Were Shaped by San Antonio Experiences,2015-05-02,article,News,Sports,Sports,['Basketball'],https://www.nytimes.com/2015/05/03/sports/basketball/atlanta-hawks-sculptors-were-shaped-by-san-antonio-experiences.html,nyt://article/1fddb67c-7c09-55b2-b6c0-ef92c9cefa40,By Harvey Araton
Daily Report: San Francisco Voters Have Their Say on Tech Boom,2015-11-02,article,News,Business,Technology,"['Elections', 'Labor and Jobs', 'Real Estate and Housing (Residential)', 'Science and Technology']",https://bits.blogs.nytimes.com/2015/11/02/daily-report-san-francisco-voters-have-their-say-on-tech-boom/,nyt://article/1ffa4f27-a61c-59dd-a16d-473e8fd82283,By Pui-Wing Tam
Blood supply to brain is linked to dementia,2005-09-01,article,News,None,Health,[],https://www.nytimes.com/2005/09/01/health/blood-supply-to-brain-is-linked-to-dementia.html,nyt://article/203186f6-e0e7-502a-b285-2b55aed8f957,By Eric Nagourney
Footlights,1998-04-14,article,News,The Arts/Cultural Desk,Arts,"['METROPOLITAN OPERA HOUSE (NYC)', 'Security and Warning Systems', 'Opera', 'Photography']",https://www.nytimes.com/1998/04/14/arts/footlights.html,nyt://article/2074825c-5134-56fd-aa49-e26d68469896,By Lawrence Van Gelder
"The Gun Report: January 24, 2014",2014-01-24,article,News,,Opinion,[],https://nocera.blogs.nytimes.com/2014/01/24/the-gun-report-january-24-2014/,nyt://article/209d36a9-8e4f-5c5b-a3f0-f4fbe59fa358,By Jennifer Mascia
"‘The Walking Dead’ Season 8, Episode 10 Recap: Talking Trash",2018-03-05,article,Review,Culture,Arts,['Television'],https://www.nytimes.com/2018/03/04/arts/television/the-walking-dead-recap-the-lost-and-the-plunderers.html,nyt://article/20c97d16-5c48-5a52-8def-bf1535b661d7,By Charles Bramesco
‘Song of Back and Neck’ Review: A Painful Comedy About Pain,2018-11-29,article,Review,Weekend,Movies,['Movies'],https://www.nytimes.com/2018/11/29/movies/song-of-back-and-neck-review.html,nyt://article/20e472d0-8249-5fcb-9d79-bed60bd4f5ec,By Ben Kenigsberg
"All Right, So They Won't Be Humming ‘Golda, Wait Till You Get Olda’",1977-11-13,article,Archives,None,Archives,"['Theater', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1977/11/13/archives/all-right-so-they-wont-be-humming-golda-wait-till-you-get-olda.html,nyt://article/21217506-0e2a-5f58-8b77-56df459d2914,By Linda Abrams
Arts and Leisure Guide,1978-02-19,article,Archives,None,Archives,['Marriages'],https://www.nytimes.com/1978/02/19/archives/arts-and-leisure-guide-of-special-interest.html,nyt://article/21289578-f2ec-59f6-bfb0-920e1ffe803b,Edited by Ann Barry
And Some Small Shoes to Fill,2004-11-16,article,Editorial,Editorial Desk,Opinion,"['ATOMIC WEAPONS', 'Suspensions, Dismissals and Resignations', 'AGRICULTURE', 'Equal Educational Opportunities', 'Minorities (US)', 'Energy and Power', 'Blacks', 'Black People', 'Crop Controls and Subsidies', 'ATOMIC ENERGY', 'United States Politics and Government', 'Education and Schools', 'Editorials', 'ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'Electric Light and Power']",https://www.nytimes.com/2004/11/16/opinion/and-some-small-shoes-to-fill.html,nyt://article/2160a48e-2bfd-5cf8-8aa8-f7e7f31dc62d,
"The Coronavirus and the Postponement of the Olympics, Explained",2020-03-25,article,News,Sports,Sports,"['Olympic Games (2020)', 'Coronavirus (2019-nCoV)', 'Athletics and Sports']",https://www.nytimes.com/2020/03/25/sports/olympics/coronavirus-summer-olympics-postponed.html,nyt://article/21667454-27d7-524a-bcd0-425973849955,By Andrew Keh
A High-Five for the Invisible Hand,2010-06-11,article,Review,BookReview,Books,"['Books and Literature', 'Evolution', 'Economics']",https://www.nytimes.com/2010/06/13/books/review/Easterly-t.html,nyt://article/21cf393f-4338-5482-a2c9-ae9a02fdc7b1,By William Easterly
"‘Girls’ Recap: Hannah, the White Girl in the Room",2015-01-19,article,News,Culture,Arts,['Television'],https://artsbeat.blogs.nytimes.com/2015/01/18/girls-recap-hannah-the-white-girl-in-the-room/,nyt://article/220af6f3-9a25-5ee8-9c2d-3a47de5ef442,By Joe Coscarelli and Lydia Polgreen
The Real Lessons of Enron's Fall,2002-01-16,article,Letter,Editorial Desk,Opinion,"['Frauds and Swindling', 'LABOR', 'Finances', 'Ethics', 'Pensions and Retirement Plans', 'Lobbying and Lobbyists', 'Elections', 'Bankruptcies']",https://www.nytimes.com/2002/01/16/opinion/l-the-real-lessons-of-enron-s-fall-156892.html,nyt://article/22215eee-2fb2-569f-a6c4-bdd9f434a883,
"The Famous, Feuding Siblings Who Helped Shape Modern China",2019-10-29,article,Review,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2019/10/29/books/review/big-sister-little-sister-red-sister-jung-chang.html,nyt://article/22356ad6-69a2-5e7e-886d-50706236ff23,By Jiayang Fan
Whose Life Is It Anyway?,1996-06-12,article,Editorial,Editorial Desk,Opinion,"['ABORTION', 'ELECTION ISSUES', 'Presidential Election of 1996']",https://www.nytimes.com/1996/06/12/opinion/whose-life-is-it-anyway.html,nyt://article/22362050-aa7e-5782-bb07-5ea3d8ab333b,By Frank Rich
The Mayor's Friend,2006-02-18,article,Letter,Editorial Desk,Opinion,[],https://www.nytimes.com/2006/02/18/opinion/the-mayors-friend-766941.html,nyt://article/223e2391-faf6-5c1c-a12f-f4797c9674bc,
Storm Rewrites G.O.P.’s Script for Convention,2012-08-27,article,News,National,U.S.,"['Republican National Convention', 'Hurricane Isaac (2012)', 'Presidential Election of 2012', 'Hurricanes and Tropical Storms']",https://www.nytimes.com/2012/08/27/us/politics/isaac-rewrites-script-for-republican-convention.html,nyt://article/2289be80-42cb-54ea-b549-c4798b52e6d1,By Jim Rutenberg and Michael D. Shear
The iPad’s Name Makes Some Women Cringe,2010-01-28,article,,Business,Technology,[],https://bits.blogs.nytimes.com/2010/01/27/the-ipads-name-makes-some-women-cringe/,nyt://article/22964f19-770c-5505-805e-9f9c83e5f748,By Claire Cain Miller
Being Mayor,2013-10-06,article,Op-Ed,Editorial,Opinion,"['Elections, Mayors']",https://www.nytimes.com/2013/10/07/opinion/keller-being-mayor.html,nyt://article/22d744bb-c62a-5809-abd2-7b14d5036fc7,By Bill Keller
The Cheap Prosperity Gospel of Trump and Osteen,2017-08-31,article,Op-Ed,OpEd,Opinion,"['Hurricane Harvey (2017)', 'United States Politics and Government', 'Evangelical Movement', 'Federal Aid (US)']",https://www.nytimes.com/2017/08/30/opinion/trump-osteen-harvey-church.html,nyt://article/2342a541-7af7-58a5-ae7e-0385bc5005b3,By Anthea Butler
When Thumbs Up Is No Comfort,2008-06-01,article,News,Styles,Health,"['Cancer', 'Celebrities', 'ANXIETY', 'Medicine and Health', 'Emotions', 'Language and Languages']",https://www.nytimes.com/2008/06/01/health/01stoical.html,nyt://article/235070b3-5646-5972-93e6-06c8a08757ea,By Jan Hoffman
The Man Who Made Musicals a Serious Business,2003-06-29,article,News,Arts and Leisure Desk,Movies,"['Festivals', 'MOTION PICTURES', 'Biographical Information']",https://www.nytimes.com/2003/06/29/movies/film-the-man-who-made-musicals-a-serious-business.html,nyt://article/235f6208-5f50-5596-9b75-0af661b2d8de,By Stuart Klawans
Clear the Aisle,2010-06-24,article,Question,Styles,Fashion & Style,"['Weddings and Engagements', 'Customs, Etiquette and Manners']",https://www.nytimes.com/2010/06/27/fashion/27SocialQsBigger.html,nyt://article/23c2af04-3878-5b20-86af-c822dc86d68c,By Philip Galanes
David Mamet’s Right-Wing Conversion,2011-06-17,article,Review,BookReview,Books,"['Conservatism (US Politics)', 'Books and Literature']",https://www.nytimes.com/2011/06/19/books/review/book-review-the-secret-knowledge-by-david-mamet.html,nyt://article/24077689-6a42-554c-8d0d-69b1c25dcca6,By Christopher Hitchens
"‘UnREAL’ Season 2, Episode 6: Breakdown",2016-07-12,article,Review,Culture,Arts,['Television'],https://www.nytimes.com/2016/07/11/arts/television/unreal-season-2-episode-6-breakdown.html,nyt://article/241558f9-a980-5dc8-ba02-a2e8e114daae,By Genevieve Valentine
Of Sound Mind and Tuneful Clarinet,2008-12-05,article,News,Regionals,New York,"['Music', 'Philanthropy']",https://www.nytimes.com/2008/12/07/nyregion/westchester/07colwe.html,nyt://article/24210a70-f94d-56b8-8bb4-20491c52b7de,By Joseph Berger
As Waves of Protest Surge Across America,2020-05-31,article,Letter,Letters,Opinion,"['Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks', 'Demonstrations, Protests and Riots', 'Race and Ethnicity', 'United States Politics and Government', 'George Floyd Protests (2020)']",https://www.nytimes.com/2020/05/31/opinion/letters/unrest-minnesota-george-floyd.html,nyt://article/245b1dda-06d1-5a91-bff6-c4b148ccaad7,
"China, Vying With Taiwan, Explores Public Relations",1996-02-02,article,News,Foreign Desk,World,"['United States International Relations', 'CHINA-INTERNATIONALRELATIONS-US', 'CONGRESSIONAL TOURS', 'ELECTION ISSUES', 'Lobbying and Lobbyists']",https://www.nytimes.com/1996/02/02/world/china-vying-with-taiwan-explores-public-relations.html,nyt://article/248184db-7afc-564a-9b5d-b71843b3c1a6,By Elaine Sciolino
"An Apocalyptic Attitude Gripped the TV Commentators, Not Their Viewers",2000-12-17,article,News,National Desk,U.S.,"['Television', 'Presidential Election of 2000', 'News and News Media']",https://www.nytimes.com/2000/12/17/us/43rd-president-tv-coverage-critic-s-notebook-apocalyptic-attitude-gripped-tv.html,nyt://article/2484d494-98a1-582d-9927-519edb9c3112,By Caryn James
The Dating Blues? #MeToo,2018-02-05,article,Op-Ed,OpEd,Opinion,"['Dating and Relationships', '#MeToo Movement']",https://www.nytimes.com/2018/02/05/opinion/dating-metoo.html,nyt://article/24cb72b6-9eee-53bb-87f0-d21367d69d1b,
Hard-Knock (Hardly Acknowledged) Life,2011-01-29,article,Op-Ed,Editorial,Opinion,"['Presidents and Presidency (US)', 'Economic Conditions and Trends', 'United States Economy', 'State of the Union Message (US)', 'Poverty']",https://www.nytimes.com/2011/01/29/opinion/29blow.html,nyt://article/24e87719-7285-59ae-a268-6c0e9f2e14e8,By Charles M. Blow
All the World Loves an Office Clerk,2003-06-03,article,Review,The Arts/Cultural Desk,Theater,"['Reviews', 'Theater']",https://www.nytimes.com/2003/06/03/theater/theater-review-all-the-world-loves-an-office-clerk.html,nyt://article/2539cf4f-78c9-5daf-82ee-dfd732541191,By Bruce Weber
"To U.S. Troops in Bosnia, Home Looks Closer",1996-08-11,article,News,Foreign Desk,World,"['Civil War and Guerrilla Warfare', 'Elections', 'UNITED STATES ARMAMENT AND DEFENSE']",https://www.nytimes.com/1996/08/11/world/to-us-troops-in-bosnia-home-looks-closer.html,nyt://article/25705afa-a158-52c8-8d0d-ab8b5cfb2898,By Ian Fisher
An Instant Musician,1988-01-12,article,News,Science Desk,Science,"['Music', 'SOFTWARE PRODUCTS', 'PERSONAL COMPUTERS', 'DATA PROCESSING (COMPUTERS)']",https://www.nytimes.com/1988/01/12/science/personal-computers-an-instant-musician.html,nyt://article/2577d3fe-10ee-5fea-b854-643dff223d0b,By Peter H. Lewis
"Back When a Chocolate Puck Tasted, Guiltily, Like America",2012-11-17,article,News,National,U.S.,"['Diet and Nutrition', 'Bankruptcies', 'Bakeries and Baked Products', 'Desserts']",https://www.nytimes.com/2012/11/17/us/back-when-a-ring-ding-tasted-guiltily-like-america.html,nyt://article/258cdf7b-c1d2-5dff-9733-096f312e3995,By Dan Barry
Full Text: The Asian Academy Members’ Letter and the Academy’s Response,2016-03-16,article,Letter,Culture,Movies,"['Academy Awards (Oscars)', 'Movies']",https://www.nytimes.com/2016/03/16/movies/full-text-the-asian-academy-members-letter-andthe-academys-response.html,nyt://article/25a58232-7751-5323-92a6-78ffed6a82e6,
SB Nation Removes Article Criticized as Sympathetic to Convicted Rapist,2016-02-18,article,News,Business,Business Day,"['Sex Crimes', 'Police Brutality, Misconduct and Shootings', 'News and News Media']",https://www.nytimes.com/2016/02/19/business/media/sb-nation-daniel-holtzclaw.html,nyt://article/25ab54b0-3ac4-5d74-8c84-990128214e2c,By Sydney Ember and Daniel Victor
Pete Buttigieg Fired South Bend’s Black Police Chief. It Still Stings.,2019-04-19,article,News,Politics,U.S.,"['Blacks', 'Black People', 'Police', 'Wiretapping and Other Eavesdropping Devices and Methods', 'Presidential Election of 2020']",https://www.nytimes.com/2019/04/19/us/politics/buttigieg-black-police-chief-fired.html,nyt://article/25b5c60b-fb64-5cdd-a3a9-f820c5c353de,By Trip Gabriel and Alexander Burns
Critic's Notebook; Dramatic Events That Rewrite the Script,2001-10-29,article,News,The Arts/Cultural Desk,Arts,"['World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'Television', 'Hijacking', 'TELEVISION AND RADIO PROGRAMMING', 'Terrorism']",https://www.nytimes.com/2001/10/29/arts/critic-s-notebook-dramatic-events-that-rewrite-the-script.html,nyt://article/25c2a2ca-4376-5456-98ac-9f081a4fff4e,By Caryn James
Rooms Where Norman Bates Would Feel at Home,2012-06-25,article,Review,Culture,Theater,['Theater'],https://www.nytimes.com/2012/06/26/theater/reviews/motel-cherry-by-peggy-stafford-at-here-arts-center.html,nyt://article/25fdeb01-64af-5dd3-8c3b-d6856701edf8,By Claudia La Rocco
Mine Safety Leader Loses Some Respect for Actions in Utah,2007-08-24,article,News,National,U.S.,"['Accidents and Safety', 'LABOR', 'United States Politics and Government', 'Rescues', 'Coal', 'Mines and Mining']",https://www.nytimes.com/2007/08/24/us/24stickler.html,nyt://article/260b586a-7c08-5a9f-9ac4-dbdeca26f18d,By Cara Buckley and Dan Frosch
"Demonstrators Test Mayor, a Backer of Wall St. and Free Speech",2011-11-04,article,News,Metro,New York,"['Demonstrations, Protests, and Riots', 'Freedom of Speech and Expression', 'Politics and Government']",https://www.nytimes.com/2011/11/04/nyregion/for-bloomberg-wall-street-protest-poses-a-challenge.html,nyt://article/262d5993-930b-5943-8a5d-a01b4390ba98,By Kate Taylor
"On TV by Popular Demand, for Better or Worse",2014-07-14,article,News,,Opinion,['DVD (Digital Versatile Disc)'],https://op-talk.blogs.nytimes.com/2014/07/14/on-tv-by-popular-demand-for-better-or-worse/,nyt://article/26791faa-09df-568a-9f7e-c8e7f1c68171,By Anna North
Answers to Readers’ Baseball Questions,2011-05-19,article,,,Sports,[],https://bats.blogs.nytimes.com/2011/05/19/answers-to-readers-baseball-questions/,nyt://article/269aa2f0-1d6a-5d1e-afdc-19d7ac208d08,By The New York Times
Pride and Prejudice and Murder,2011-12-16,article,Review,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2011/12/18/books/review/death-comes-to-pemberley-by-p-d-james-book-review.html,nyt://article/26cabbfb-4114-501e-b471-f0c09266df56,By Liesl Schillinger
GOING BACK TO A PLAYWRIGHT'S SOURCE,1984-05-24,article,News,Cultural Desk,Arts,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1984/05/24/arts/critic-s-notebook-going-back-to-a-playwright-s-source.html,nyt://article/2727dda9-3edf-51ec-ad09-9525fd66c548,By Benedict Nightingale
Poparazzi | In Praise of Celebrity Excuses,2010-10-29,article,,,T Magazine,[],https://tmagazine.blogs.nytimes.com/2010/10/29/poparazzi-in-praise-of-celebrity-excuses/,nyt://article/273503b5-9281-5f2a-ac59-f04d54d16ccb,By Ben Widdicombe
What People Magazine Could Do for Huma Abedin (but Not Anthony Weiner),2012-07-18,article,News,,Style,['United States Politics and Government'],https://parenting.blogs.nytimes.com/2012/07/18/what-people-magazine-could-do-for-huma-abedin-but-not-anthony-weiner/,nyt://article/274e61e8-c0fb-5aee-9e51-5da2b55bd560,By Kj Dell'Antonia
"Jane Eyre as Power Forward . . . Well, Why Not?",2002-04-07,article,News,Connecticut Weekly Desk,New York,"['Books and Literature', 'Women', 'Basketball']",https://www.nytimes.com/2002/04/07/nyregion/memo-from-storrs-jane-eyre-as-power-forward-well-why-not.html,nyt://article/276532bb-73ff-5725-84a2-8063f0795ae1,By Gina Barreca
‘His Illegal Self’,2008-02-10,article,First Chapter,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2008/02/10/books/chapters/1st-chapter-his-illegal-self.html,nyt://article/27c47acc-0a46-5cda-bc00-596a0b47336e,By Peter Carey
Prisoner of Her Desires,2007-05-24,article,Op-Ed,OpEd,Opinion,"['International Relations', 'United States International Relations', 'Prisons and Prisoners']",https://www.nytimes.com/2007/05/24/opinion/24gerecht.html,nyt://article/27d95fc9-9044-5114-9f1d-65435fe2d657,By Reuel Marc Gerecht
Christie Todd Whitman May Have the Most Thankless Job in Washington,2001-08-24,article,News,College,Education,[],https://www.nytimes.com/2001/08/24/college/christie-todd-whitman-may-have-the-most-thankless-job-in-washington.html,nyt://article/27ebb536-5165-555f-ba2d-01c109607380,By Gregg Easterbrook
Weekend Opinionator: Obama’s Communication Breakdown,2009-03-21,article,News,OpEd,Opinion,[],https://opinionator.blogs.nytimes.com/2009/03/20/weekend-opinionator-obamas-communication-breakdown/,nyt://article/28009c60-0fc6-5776-976b-2168917297ea,By Tobin Harshaw
‘Stranger Things’ Season 2: Finished Watching? Let’s Talk,2017-10-30,article,News,Watching,Watching,['Television'],https://www.nytimes.com/2017/10/30/watching/stranger-things-season-2-recap.html,nyt://article/2836575c-24d0-5589-b2c3-1cffe0a43a38,By Jeremy Egner
"Enticed by Bright Light; From David Hockney, a Show of Photocollages in Los Angeles",2001-08-15,article,News,The Arts/Cultural Desk,Arts,"['Reviews', 'Biographical Information', 'Photography']",https://www.nytimes.com/2001/08/15/arts/enticed-bright-light-david-hockney-show-photocollages-los-angeles.html,nyt://article/2877bba3-3032-5b76-bf67-aeaa078c2b69,By Bernard Weinraub
Making Money Backwards,2002-10-13,article,Review,Book Review Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/2002/10/13/books/making-money-backwards.html,nyt://article/28a2ef29-1b59-51a2-a2ac-5148ae2f47a6,By Adam Cohen
"On Health Care, Democrats Play Down Election Results",2009-11-07,article,News,National,Health,"['United States Politics and Government', 'Health Insurance and Managed Care', 'Reform and Reorganization', 'Law and Legislation', 'Voting and Voters']",https://www.nytimes.com/2009/11/07/health/policy/07dems.html,nyt://article/28ad50f5-21bf-5bd8-b417-2178ffa3314c,By Adam Nagourney
An Unwritten Rule of Politics: Domestic Vacations,2010-08-14,article,News,National,U.S.,"['Travel and Vacations', 'United States Politics and Government']",https://www.nytimes.com/2010/08/14/us/politics/14vacation.html,nyt://article/28b2beda-4ab8-535a-9aed-2a8cbeaf4d48,By Helene Cooper
Vows Column Angers Readers With Mention of Child’s Death as a Spiritual Milestone,2013-10-01,article,News,,Opinion,[],https://publiceditor.blogs.nytimes.com/2013/10/01/vows-column-angers-readers-with-mention-of-childs-death-as-a-spiritual-milestone/,nyt://article/28bf8b75-7f52-5a16-9772-bcf864a86fbc,By Margaret Sullivan
Film: Charles Winkler's 'You Talkin' to Me?',1987-09-25,article,Review,Weekend Desk,Movies,"['Reviews', 'MOTION PICTURES']",https://www.nytimes.com/1987/09/25/movies/film-charles-winkler-s-you-talkin-to-me.html,nyt://article/28c2456a-10dc-5de8-8aa4-7051b654c665,By Caryn James
Trump’s Debate Flameout,2016-09-29,article,Op-Ed,OpEd,Opinion,"['Presidential Election of 2016', 'Debates (Political)', 'Police Brutality, Misconduct and Shootings', 'Race and Ethnicity']",https://www.nytimes.com/2016/09/29/opinion/trumps-debate-flameout.html,nyt://article/28debc42-0ac2-51f4-92f3-e65fa6550848,By Charles M. Blow
No Vacancies,2013-10-19,article,Editorial,Editorial,Opinion,"['Affordable Housing', 'Public and Subsidized Housing', 'Elections, Mayors', 'Editorials']",https://www.nytimes.com/2013/10/19/opinion/no-vacancies.html,nyt://article/29285bde-251f-576b-9f75-6be2f0fdbee8,By The Editorial Board
"Asia Argento Proves, Once Again, That Women Are Human Beings",2018-08-21,article,Op-Ed,OpEd,Opinion,"['#MeToo Movement', 'Sexual Harassment', 'Women and Girls']",https://www.nytimes.com/2018/08/21/opinion/asia-argento-avital-ronell-weinstein.html,nyt://article/2969d95f-2e5f-531f-97f9-180009caea9c,By Bari Weiss
In the Arena : Olympic bible runs afoul of Chinese censor,2004-07-30,article,,IHT News,Sports,[],https://www.nytimes.com/2004/07/30/sports/IHT-in-the-arena-olympic-bible-runs-afoul-of-chinese-censor.html,nyt://article/29846bd6-1910-5b38-9368-3c51b23ecfbe,"By Christopher Clarey, International Herald Tribune"
