headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
"Along New York Harbor, ‘On the Waterfront’ Endures",2017-01-06,article,News,Metropolitan,New York,"['Organized Crime', 'Ships and Shipping', 'Freight (Cargo)', 'Organized Labor', 'Strikes', 'Labor and Jobs']",https://www.nytimes.com/2017/01/06/nyregion/new-york-harbor-on-the-waterfront.html,nyt://article/3c06f482-c56e-5b31-96ec-34cc4e86d6c6,By Joseph Goldstein
WILLIAM GEORGE JONES.; Teacher of Deaf and Dumb for Half a Century Dies at Age of 77.,1929-03-11,article,Archives,None,Archives,[],https://www.nytimes.com/1929/03/11/archives/william-george-jones-teacher-of-deaf-and-dumb-for-half-a-century.html,nyt://article/3c30674e-3a42-5a28-8faa-131a63093cc0,
"SCHOOL CHRISTMAS PLAN AT EDUCATION BOARD; It Won't Interfere with the Trees or the Pictures. VOTE AT THE NEXT MEETING Report Recommending Special Schools for the Blind, Deaf, and Dumb Also Considered.",1907-01-10,article,Archives,None,Archives,[],https://www.nytimes.com/1907/01/10/archives/school-christmas-plan-at-education-board-it-wont-interfere-with-the.html,nyt://article/3c63b285-7ed1-5186-96df-d29e4b200373,
"THE DEAF AND DUMB.; Convention of the American Instructors of the Deaf and Dumb, at Columbus, Ohio. Interesting Proceedings.",1853-08-20,article,Archives,None,Archives,[],https://www.nytimes.com/1853/08/20/archives/the-deaf-and-dumb-convention-of-the-american-instructors-of-the.html,nyt://article/3cd1a3b3-9052-5812-a20b-4bc7d85b6017,SPECIAL CORRESPONDENCE OF THE N. Y. DAILY TIMES
REMARKABLE RECOVERY.; SUDDEN CURE OF A MAN WHO HAD BEEN DEAF AND DUMB FOR NINE MONTHS.,1874-12-27,article,Archives,None,Archives,[],https://www.nytimes.com/1874/12/27/archives/remarkable-recovery-sudden-cure-of-a-man-who-had-been-deaf-and-dumb.html,nyt://article/3d32ee77-e291-5fd9-882f-437d69247a80,
PUBLIC EDUCATION.; Annual Report of the Superintendent of Public Instruction of the State of New-York. NUMBER OF SCHOOL HOUSES. NUMBER OF SCHOLARS IN ATTENDANCE. NUMBER OF TEACHERS. FINANCIAL REPORTS. PAYMENTS. APPORTIONMENT OF SCHOOL MONEYS. SCHOOL LIBRARIES. STATE NORMAL SCHOOL. TEACHERS' INSTITUTES. INDIAN SCHOOLS. MISCELLANEOUS.,1860-02-03,article,Archives,None,Archives,['Education and Schools'],https://www.nytimes.com/1860/02/03/archives/public-education-annual-report-of-the-superintendent-of-public.html,nyt://article/3dc1edee-bea0-530f-bf14-aec5b1ed04b0,
PERSONAL.,1862-06-15,article,Archives,None,Archives,[],https://www.nytimes.com/1862/06/15/archives/personal.html,nyt://article/3e0c2079-7895-5150-9006-b925206ebf68,
"SURGICAL AND PRACTICAL OBSERVATIONS; ON THE DISEASES OF THE EAR, WITH THE NEW MODE OF TREATING DEAFNESS TO WHICH IS ADDED AN APPENDIX. Containing a Treatise on Catarrh and the New System at Treating it.",1863-10-17,article,Archives,None,Archives,[],https://www.nytimes.com/1863/10/17/archives/surgical-and-practical-observations-on-the-diseases-of-the-ear-with.html,nyt://article/3e50aad7-e65d-55f4-90b5-446197a6193d,J. E. VON EISENBERG M.D
"DEAF AND DUMB GRADUATES.; PROFICIENT IN WRITING, SPEAKING, AND INDUSTRIAL ARTS.",1887-06-23,article,Archives,None,Archives,[],https://www.nytimes.com/1887/06/23/archives/deaf-and-dumb-graduates-proficient-in-writing-speaking-and.html,nyt://article/3e921ea9-35c9-5fbd-bc30-3513ab96c7b7,
"SPLIT BY VICTORY IN ZIMBABWE, EX-ALLIES WAGE A BITTER WAR",1983-02-18,article,News,Foreign Desk,World,['Politics and Government'],https://www.nytimes.com/1983/02/18/world/split-by-victory-in-zimbabwe-ex-allies-wage-a-bitter-war.html,nyt://article/3eac259e-4a16-52ad-93c4-1edffadf99ae,"By Alan Cowell, Special To the New York Times"
THE DEAF AND DUMB.; Interesting Exercises at the Deaf and Dumb Asylum--Annual Exhibition of the Pupils.,1868-06-25,article,Archives,None,Archives,['MISCELLANEOUS'],https://www.nytimes.com/1868/06/25/archives/the-deaf-and-dumb-interesting-exercises-at-the-deaf-and-dumb.html,nyt://article/3f56d409-e83e-5984-b315-3e8a282b96ad,
"DEPARTURE OF THE PRINCE.; THE SAIL UP THE HUDSON. Reception at West Point, and Review of the Cadets. The Ball, Supper, & c. THE RECEPTION AT WEST POINT. THE PRINCE'S THANKS FOR A GIFT. THE PRINCE'S PRESENT TO CAPT. LEONARD. THE PRINCE OF WALES AND THE FIREMEN. THE RECEPTION IN BOSTON.",1860-10-16,article,Archives,None,Archives,[],https://www.nytimes.com/1860/10/16/archives/departure-of-the-prince-the-sail-up-the-hudson-reception-at-west.html,nyt://article/3f9abafe-925c-5c77-b100-dd9316b8c47b,
BOYS AND MEN JOIN TOY BOAT REGATTA; Deaf and Dumb Youth Wins Race of Home-Made Models for Third Consecutive Time. CENTRAL PARK LAKE IS USED Winner of Prize Craft Takes Medal Instead--27 Obtain Awards --2 Vessels Capsize.,1928-06-03,article,Archives,None,Archives,"['SHELL, FISH', 'YACHTS AND YACHTING', 'RACES']",https://www.nytimes.com/1928/06/03/archives/boys-and-men-join-toy-boat-regatta-deaf-and-dumb-youth-wins-race-of.html,nyt://article/3ffe56ad-b36a-562c-81b1-435b8341662b,
Chad severs ties with Sudan as tensions escalate,2006-04-14,article,News,None,World,[],https://www.nytimes.com/2006/04/14/world/africa/chad-severs-ties-with-sudan-as-tensions-escalate.html,nyt://article/409f2f23-3021-5af3-a7b2-6c7eeaf43107,By Marc Lacey
Medical and Surgical Intelligence.,1860-03-29,article,Archives,None,Archives,[],https://www.nytimes.com/1860/03/29/archives/medical-and-surgical-intelligence.html,nyt://article/4189c570-a4f0-5236-a268-113ce7be401f,
The Man Who Reinvented the Who's 'Tommy',1993-05-09,article,Biography,Arts & Leisure Desk,Theater,['Theater'],https://www.nytimes.com/1993/05/09/theater/theater-the-man-who-reinvented-the-who-s-tommy.html,nyt://article/41f4243f-85d9-56e6-81ef-efa76e73908d,By Janet Maslin
Annual Election of Officers at the Deaf and Dumb Institution.,1871-05-17,article,Archives,None,Archives,[],https://www.nytimes.com/1871/05/17/archives/annual-election-of-officers-at-the-deaf-and-dumb-institution.html,nyt://article/4220a22a-dbaf-57bc-a800-d97de2244ee3,
SOLDIERS IN GARDEN OPEN MILITARY SHOW; Brilliant Pageant Begins Annual Event of Military League. DEAF AND DUMB CORPS DRILL Wonderful Efficiency of New York Institute Boys Cheered -- Controller Metz Reviews Troops.,1906-04-24,article,Archives,None,Archives,[],https://www.nytimes.com/1906/04/24/archives/soldiers-in-garden-open-military-show-brilliant-pageant-begins.html,nyt://article/426f2f87-10cb-5d71-97f0-2b93dc67a62f,
Commodities Regulator Criticizes British Policy; Regulator Criticizes Britain,1979-11-12,article,Archives,None,Archives,['Silver'],https://www.nytimes.com/1979/11/12/archives/commodities-regulator-criticizes-british-policy-regulator.html,nyt://article/431ac8e2-8a94-5980-9449-061d9210c560,
GOVERNOR'S MESSAGE.; CHENANGO CANAL. OBSTRUCTIONS IN THE HUDSON RIVER. FOREIGN COMMERCE. IMMIGRATION. CONSTITUTIONAL AMENDMENT. THE ENROLLMENT AND THE DRAFT. MILITIA.,1864-01-06,article,Archives,None,Archives,[],https://www.nytimes.com/1864/01/06/archives/governors-message-chenango-canal-obstructions-in-the-hudson-river.html,nyt://article/43e32224-739f-5735-83a4-4a4ffa1613f1,
ADJOURNMENT OF CONGRESS.; Both Houses in Session All Night. The Army Appropriation Bill Finally Passed. Pay to the Illinois Central Railroad Refused. The Bankrupt Bill Passed Over Without Notice. Disagreement on the Civil Appropriation Bill. THE BILL DEFEATED FOR WANT OF TIME. CLOSING SCENES IN BOTH HOUSES. Reorganization and Extra Session of the Senate. CLOSING SCENES IN CONGRESS.,1865-03-05,article,Archives,None,Archives,[],https://www.nytimes.com/1865/03/05/archives/adjournment-of-congress-both-houses-in-session-all-night-the-army.html,nyt://article/440a2b0f-03e2-5b2a-95bf-dd459ef3275d,
DIED.,1862-01-28,article,Archives,None,Archives,[],https://www.nytimes.com/1862/01/28/archives/died.html,nyt://article/4440c0ba-9643-51bd-8f34-3b3cd782b276,
"In Indonesia, A Writer's Plight",1977-11-19,article,Archives,None,Archives,[],https://www.nytimes.com/1977/11/19/archives/in-indonesia-a-writers-plight.html,nyt://article/4477f776-7e0f-5a35-8225-cc4648260e3c,By Jeri Laber
"School Receptions; EIRIS' GRAMMAR SCHOOL NO. 48--MISS HILL, PRINCIPAL. GRAMMAR SCHOOL NO. 11--MR. HOPPER, PRINCIPAL. GALE GRAMMAR SCHOOL NO. 17--MR. JOHN D. ROEINSON, PRINCIPAL. THE EVENING SCHOOL ON WEST FORTY-SEVENTH STREET THE INCORRIGIBLE WAGS MESSRS. B. & G. ENGELSMANN'S SCHOOL FOR DEAF MUTES.",1865-12-22,article,Archives,None,Archives,[],https://www.nytimes.com/1865/12/22/archives/school-receptions-eiris-grammar-school-no-48miss-hill-principal.html,nyt://article/4478ffc3-3c06-5c33-a49c-fe243ebc4738,
FROM ALBANY.; PROCEEDINGS OF THE LEGISLATURE. The Railroad Toll Bill in the Senate.,1860-03-16,article,Archives,None,Archives,[],https://www.nytimes.com/1860/03/16/archives/from-albany-proceedings-of-the-legislature-the-railroad-toll-bill.html,nyt://article/4498524e-0f26-5993-b2e4-6f68e2163e22,
LOCAL MILITARY MOVEMENTS.; CALL OF COL. ASBOTH UPON THE HUNGARIANS IN AMERICA. THE GERMAN REGIMENT. MUNICIPAL AID TO VOLUNTEERS. THE MONTEZUMA REGIMENT THE METROPOLITAN HOME GUARD. BRITISH VOLUNTEERS. MEETING OF EX-MEMBERS OF THE EIGHTH REGIMENT. THE HIGHLAND GUARD. GARIBALDI VOLUNTEERS A FIGHTING REGIMENT. THE SALEM ZOUAVES. MAJOR ANDERSON AND THE DEAF AND DUMB MUTES. COL. WILSON'S ZOUAVES. THE SECOND REGIMENT. SECOND REGIMENT SCOTT LIFE GUARD. THE ADVANCE GUARD. THE ULSTER GUARD EXCELSIOR REGIMENT. NATIONAL ZOUAVES. FLAG RAISING. SPIRITUALISM AND THE WAR.,1861-05-03,article,Archives,None,Archives,[],https://www.nytimes.com/1861/05/03/archives/local-military-movements-call-of-col-asboth-upon-the-hungarians-in.html,nyt://article/44b466d5-05a3-5e21-8b0b-ba34ddbbed87,
‘I Rush Through the Japanese Night’,2010-04-30,article,Review,BookReview,Books,"['Kabuki (Japanese Theater)', 'Women and Girls', 'Books and Literature', 'Theater']",https://www.nytimes.com/2010/05/02/books/review/Iyer-t.html,nyt://article/44e289c6-4b44-5d10-8386-eaa241fbb08f,By Pico Iyer
Other Bills Before the Legislature.; HARBOR DEFENCE.,1863-02-15,article,Archives,None,Archives,[],https://www.nytimes.com/1863/02/15/archives/other-bills-before-the-legislature-harbor-defence.html,nyt://article/44f256ff-faf1-5b50-b288-b83ba4ebd951,
A DEAF AND DUMB EXHIBITION.; THE SON OF ONE OF THE SIAMESE TWINS DESCRIBES THE BOND BETWEEN THEM.,1879-05-10,article,Archives,None,Archives,[],https://www.nytimes.com/1879/05/10/archives/a-deaf-and-dumb-exhibition-the-son-of-one-of-the-siamese-twins.html,nyt://article/450c6381-bfa1-51f5-9dc7-818dac709dcd,
TEXAS RANCHERS GUILTY OF KIDNAPPING IN TORTURE-DEATH OF DRIFTER,1986-07-17,article,News,National Desk,U.S.,"['Murders and Attempted Murders', 'Kidnapping', 'Torture']",https://www.nytimes.com/1986/07/17/us/texas-ranchers-guilty-of-kidnapping-in-torture-death-of-drifter.html,nyt://article/453037b8-a3d6-5ff7-bc3e-9e21afb638f5,"By Peter Applebome, Special To the New York Times"
Letters,1977-08-18,article,Archives,None,Archives,"['DRUGS AND DRUG TRADE', 'Firearms', 'ATOMIC ENERGY AND WEAPONS', 'ATOMIC WEAPONS', 'Murders and Attempted Murders', 'Murders and Attempted Murders', 'Murders and Attempted Murders', 'Murders and Attempted Murders', 'Murders and Attempted Murders']",https://www.nytimes.com/1977/08/18/archives/letters.html,nyt://article/4599a999-5c30-5030-8ee6-758651518110,
FROM ALBANY.; Seven City Railroad Bills Ordered to a Third Reading. A MINIATURE GRIDIRON. SENATE. ASSEMBLY. EVENING SESSION. WHAT THE LEGISLATURE IS DOING. THE DEAF AND DUMB--WHAT WE PAY FOR STATIONERY--THE PRO-RATA BILL IN THE SENATE--THE NEW-YORK CITY RAILRAODS--THE INSITUATION FOR THE BLIND--THE TEN GOVERNORS--DISTINGUISHED NEW-YORKERS IN THELOBBY.,1860-03-29,article,Archives,None,Archives,[],https://www.nytimes.com/1860/03/29/archives/from-albany-seven-city-railroad-bills-ordered-to-a-third-reading-a.html,nyt://article/45d4bb9e-eed3-509a-a426-092ada542441,
FILM VIEW,1975-03-30,article,Archives,None,Archives,[],https://www.nytimes.com/1975/03/30/archives/film-view-vincent-canby-when-too-much-is-just-about-right.html,nyt://article/466d904c-5e96-5661-a14e-3690af2594f2,
DIED.,1863-12-31,article,Archives,None,Archives,[],https://www.nytimes.com/1863/12/31/archives/died.html,nyt://article/46cc1e74-5244-56c5-9960-c145c31c0573,
AFFAIRS IN MISSOURI.,1861-07-14,article,Archives,None,Archives,[],https://www.nytimes.com/1861/07/14/archives/affairs-in-missouri.html,nyt://article/470ed961-bac0-5619-af51-aff34a593e19,
"HELEN KELLER'S EDUCATION.; Though Deaf, Dumb, and Blind, She Speaks and Understands Spoken Words.",1893-06-18,article,Archives,None,Archives,[],https://www.nytimes.com/1893/06/18/archives/helen-kellers-education-though-deaf-dumb-and-blind-she-speaks-and.html,nyt://article/47668b20-2bfb-576b-8a9c-ae4a1c5c306e,
JUDGE CITES POLITICAL ASPECTS OF SHERIFF CASE,1981-07-05,article,News,Weschester Weekly Desk,New York,"['Appointments and Executive Changes', 'Politics and Government', 'Police']",https://www.nytimes.com/1981/07/05/nyregion/judge-cites-political-aspects-of-sheriff-case.html,nyt://article/477a6ade-f228-5326-9268-b8623da284c0,By James Feron
"DEAF, DUMB, AND BLIND.",1886-11-28,article,Archives,None,Archives,[],https://www.nytimes.com/1886/11/28/archives/deaf-dumb-and-blind.html,nyt://article/47a0755c-cee1-5408-a303-ac574c8e205b,
STATE AFFAIRS.; Anti-Rentism-The Deaf and Dumb. REPORT FROM THE HEALTH OFFICER. BILLS PASSED-BILLS INTRODUCED. Resolution to Adjourn. COUNTY OF UNADILLA--BANKING. THE STATE TAX. Gratifying Prospect-Hammond Expelled. ILLNESS OF SENATOR WHITE,1856-03-24,article,Archives,None,Archives,[],https://www.nytimes.com/1856/03/24/archives/state-affairs-antirentismthe-deaf-and-dumb-report-from-the-health.html,nyt://article/47c154c3-f5bd-575f-9103-ad811baa0030,Special correspondence of the N. Y. Daily Times
Deaf and Dumb Girl Saw the Murders.,1896-10-28,article,Archives,None,Archives,[],https://www.nytimes.com/1896/10/28/archives/deaf-and-dumb-girl-saw-the-murders.html,nyt://article/47eb10b4-63d2-5a45-b63e-e68e93224b2a,
"Board of Supervisors.; $4,733,082.34 TO BE RAISED FOR COUNTY PURPOSES.",1862-02-08,article,Archives,None,Archives,[],https://www.nytimes.com/1862/02/08/archives/board-of-supervisors-473308234-to-be-raised-for-county-purposes.html,nyt://article/48b986eb-5866-59c3-b417-e219aed1e93e,
On Self,2006-09-10,article,News,Magazine,Books,"['Social Conditions and Trends', 'Friendship', 'INTELLECTUALS', 'Writing and Writers', 'Books and Literature', 'Art', 'Diaries', 'Theater']",https://www.nytimes.com/2006/09/10/magazine/on-self.html,nyt://article/48f1924f-e2c3-5885-a3d8-13cc4e87bfb8,
A SERGEANT SAYS HE'LL SEE RUSKIN,1970-05-02,article,Archives,None,Archives,"['STAFF CHANGES', 'CORRUPTION CHARGES']",https://www.nytimes.com/1970/05/02/archives/a-sergeant-says-hell-see-ruskin-holder-of-police-awards-will-tell-a.html,nyt://article/49033588-c07a-5eb1-93bb-699e76ece72c,By David Burnham
U.S. defense secretary says Myanmar junta guilty of 'criminal neglect',2008-06-01,article,News,IHT News,World,[],https://www.nytimes.com/2008/06/01/world/asia/01iht-gates.4.13374478.html,nyt://article/491a5762-0ca8-5578-8292-eb6524add2d9,By Eric Schmitt
"Carolyn Kizer, Pulitzer-Winning Poet, Dies at 89",2014-10-11,article,Obituary (Obit),Culture,Arts,"['Deaths (Obituaries)', 'Poetry and Poets', 'Pulitzer Prizes', 'Writing and Writers']",https://www.nytimes.com/2014/10/11/arts/artsspecial/carolyn-kizer-pulitzer-winning-poet-dies-at-89.html,nyt://article/494b9719-1556-54c4-a66d-220cdd538e13,By Margalit Fox
ART FOR DEAF AND DUMB.; Services of Art Instruction at the New York Deaf and Dumb College.,1901-05-29,article,Archives,None,Archives,[],https://www.nytimes.com/1901/05/29/archives/art-for-deaf-and-dumb-services-of-art-instruction-at-the-new-york.html,nyt://article/49877f35-de39-5fdf-a48a-61930ccc81b3,
The Real Rough-Talking Priest Behind ‘On the Waterfront’,2015-06-26,article,Question,Metro,New York,"['Movies', 'Frauds and Swindling']",https://www.nytimes.com/2015/06/28/nyregion/the-real-rough-talking-priest-behind-on-the-waterfront.html,nyt://article/498f116e-8559-5103-8763-82eae9b6fb90,By Michael Pollak
The Wrath of Grapes,2011-01-29,article,,,Opinion,[],https://opinionator.blogs.nytimes.com/2011/01/28/the-wrath-of-grapes/,nyt://article/4a9a2a70-0b93-5c66-a0ef-6f39c9ec4d6e,By Dick Cavett
WHAT'S IN A STREET NAME? PLENTY,1982-08-15,article,News,Real Estate Desk,Real Estate,"['Roads and Traffic', 'History']",https://www.nytimes.com/1982/08/15/realestate/whats-in-a-street-name-plenty.html,nyt://article/4af7a3b2-3954-5509-8942-abd6256a350b,By Robyn D. Mahone
Ebullient Democratic Chairman,1976-07-12,article,Archives,None,Archives,[],https://www.nytimes.com/1976/07/12/archives/ebullient-democratic-chairman.html,nyt://article/4b24d7d8-313e-5708-855c-f10ff5396e1d,By Warren Weaver Jr
FIRE IN THE DEAF AND DUMB ASYLUM.,1881-11-29,article,Archives,None,Archives,[],https://www.nytimes.com/1881/11/29/archives/fire-in-the-deaf-and-dumb-asylum.html,nyt://article/4b3ea609-9f24-5c88-8b33-84053730623f,
HERS,1982-06-10,article,News,Home Desk,Home & Garden,"['Women', 'Psychology and Psychologists']",https://www.nytimes.com/1982/06/10/garden/hers.html,nyt://article/4b796826-57b8-5721-9609-4587fe904dab,By Jennifer Allen
Arts and Leisure Guide,1975-10-12,article,Archives,None,Archives,"['Music', 'CONCERTS AND RECITALS', 'International Relations', 'HOTELS, BARS, MOTELS, NIGHT CLUBS AND RESTAURANTS', 'Politics and Government', 'Art']",https://www.nytimes.com/1975/10/12/archives/arts-and-leisure-guide-arts-and-leisure.html,nyt://article/4bf073e7-5050-5abc-9a9e-df01ee4be8a7,Edited by Ann Barry
"GOV. SEYMOUR'S MESSAGE.; What the State has Done for the War. Promotions to be Made for Meritorious Conduct. THE CAUSES OF THE WAR. State Rights to be Preserved Inviolate. Arbitrary Arrests and the Suspension of the Habeas Corpus Denounced. OUR STATE AFFAIRS. THE FUNDED DEBT. NATIONAL AFFAIRS. CAUSES OF THE WAR. RESPECT FOR LAWS AND RULERS. ECONOMY AND INTEGRITY. LIMITATIONS OF POWER. STATE RIGHTS. ARBITRARY ARRESTS. MARTIAL LAW. EXTREMES WILL NOT PREVAIL. ADJUSTMENTS OF INTERESTS, ETC. THE UNION MUST BE RESTORED. CONCLUSION.",1863-01-08,article,Archives,None,Archives,[],https://www.nytimes.com/1863/01/08/archives/gov-seymours-message-what-the-state-has-done-for-the-war-promotions.html,nyt://article/4c08dba9-1353-5b00-a362-d4926e89868b,
FROM THE SOUTH.; AFFAIRS IN NORTH CAROLINA. THE ELECTIONS. FIGHTING NEAR ASHEVILLE. MISSISSIPPI. MISCELLANEOUS.,1863-11-14,article,Archives,None,Archives,[],https://www.nytimes.com/1863/11/14/archives/from-the-south-affairs-in-north-carolina-the-elections-fighting.html,nyt://article/4c1f809b-bcf7-50fa-ba5a-d85151c76be6,From the Petersburgh Register
Index; International,1981-07-23,article,News,Metropolitan Desk,New York,['NO INDEX TERMS'],https://www.nytimes.com/1981/07/23/nyregion/index-international.html,nyt://article/4caa4ca6-08fa-5cb6-aeaf-26c241b16e99,
Footnotes,1999-11-21,article,News,Magazine Desk,Magazine,"['Music', 'APPAREL']",https://www.nytimes.com/1999/11/21/magazine/footnotes.html,nyt://article/4ce2727e-3e1c-5b3b-a32b-a36774fc86dd,By S.s. Fair2
BROOKLYN NEWS.,1863-02-06,article,Archives,None,Archives,['MISCELLANEOUS'],https://www.nytimes.com/1863/02/06/archives/brooklyn-news.html,nyt://article/4d47339c-fa21-523c-9096-1c5002f26e67,
RECONSTRUCTION.; THE STATE OF VIRGINIA. The Legislature of Virginia--No Quorum Present of the Senate--Suicide of Edmund Ruffin--Maj.-Gen. Terry and his old Division. Meeting of the Legislature--The Governor's Message. THE GOVERNOR'S MESSAGE. RECONSTRUCTION. Voting for Congressman--Meeting Concerning Employment of Negroes--Trouble among Colored Troops.,1865-06-23,article,Archives,None,Archives,[],https://www.nytimes.com/1865/06/23/archives/reconstruction-the-state-of-virginia-the-legislature-of-virginiano.html,nyt://article/4d4db622-e98a-552c-b3f9-4ae6e497947c,From Our Own Correspondent.From Our Own Correspondent
"In an Epic Standoff, Unarmed Algerians Get the Army to Blink",2019-07-29,article,News,Foreign,World,"['Demonstrations, Protests and Riots', 'Politics and Government']",https://www.nytimes.com/2019/07/29/world/africa/algeria-revolution-standoff.html,nyt://article/4d857c37-b67f-5b49-955b-2c7b42a1cdd6,By Adam Nossiter
LOCAL NEWS.,1865-06-17,article,Archives,None,Archives,[],https://www.nytimes.com/1865/06/17/archives/local-news.html,nyt://article/4de5f053-c52c-5e56-b74a-1eb36f2303b6,
NOTES FROM THE PEOPLE.; The City Chamberlain. A SAVINGS The Deaf and Dumb Institution. Shakespears's Boot-Black. Generous Tweed!,1870-12-09,article,Archives,None,Archives,[],https://www.nytimes.com/1870/12/09/archives/notes-from-the-people-the-city-chamberlain-a-savings-the-deaf-and.html,nyt://article/4dfd616a-8e7f-59b5-93b8-8a4b7b9acfbf,ISAAC LEWIS PEETA SUBSCRIBER.CONSISTENCY
Ask ROGER COLLIS : When the jet takes off without you,2004-12-10,article,News,None,Fashion & Style,[],https://www.nytimes.com/2004/12/10/style/ask-roger-collis-when-the-jet-takes-off-without-you.html,nyt://article/4e0d0ba9-b8cd-57b9-a0b2-8145aef545fd,By Roger Collis
Wal-Mart disappoints with earnings report,2005-08-17,article,News,None,Business Day,[],https://www.nytimes.com/2005/08/17/business/worldbusiness/walmart-disappoints-with-earnings-report.html,nyt://article/4e5ba93c-716b-5b0f-9193-698b6ae51f1a,By Roben Farzad
CITY AND COUNTY AFFAIRS.; BOARD OF SUPERVISORS. COMPRTOLLER'S ANNUAL BUDGET. COUNTY OF NEW-YORK.,1860-12-13,article,Archives,None,Archives,[],https://www.nytimes.com/1860/12/13/archives/city-and-county-affairs-board-of-supervisors-comprtollers-annual.html,nyt://article/4fa5b70b-d0cf-53e5-9e7e-e9a179b5ac1c,
THE MAY ANNIVERSARIES.; The American Tract Society. Institution for the Deaf and Dumb. Anti-Slavery Society. The American Rome Missionary Society. American Female Guardian Society. The Mercantile Library. The National Temperance Society. Anniversaries To-Day.,1866-05-10,article,Archives,None,Archives,"['MISCELLANEOUS', 'MISCELLANEOUS', 'MISCELLANEOUS', 'MISCELLANEOUS', 'MISCELLANEOUS', 'MISCELLANEOUS', 'MISCELLANEOUS']",https://www.nytimes.com/1866/05/10/archives/the-may-anniversaries-the-american-tract-society-institution-for.html,nyt://article/4fd566b5-f9f9-5ba2-98e9-5cc0ceb3c085,
LIEUT.-GEN. GRANT.; Visit of the General and His Family to New-York. HIS MOVEMENTS YESTERDAY. Proposed Public Reception by the People of this City. Preliminary Meeting at the Fifth Avenue Hotel. PROPOSED RECEPTION TO GEN. GRANT. The Disappearance of Collector King. Quarantine Matters.,1865-11-15,article,Archives,None,Archives,[],https://www.nytimes.com/1865/11/15/archives/lieutgen-grant-visit-of-the-general-and-his-family-to-newyork-his.html,nyt://article/50103050-9c5c-542b-a7b8-1b8a42055f8c,
"Myanmar junta is guilty of 'criminal neglect,' Gates says",2008-06-01,article,News,IHT News,World,[],https://www.nytimes.com/2008/06/01/world/asia/01iht-gates.1.13367747.html,nyt://article/50244b3b-6c14-549d-a763-def9a49451ef,By Eric Schmitt
The Deaf and Dumb Institute.,1868-05-10,article,Archives,None,Archives,[],https://www.nytimes.com/1868/05/10/archives/the-deaf-and-dumb-institute.html,nyt://article/507b1f44-e254-54bc-87dc-d9b49732f698,
"DEAF, DUMB, AND BLIND GIRL.; Is an Earnest Pupil at Perkin's Institution in Boston.",1901-09-22,article,Archives,None,Archives,[],https://www.nytimes.com/1901/09/22/archives/deaf-dumb-and-blind-girl-is-an-earnest-pupil-at-perkins-institution.html,nyt://article/50b038ca-67f8-5a18-9038-0f41e208a45e,Special to The New York Times
"Typhus Fever at the Female Branch of the Catholic Protectory at Eighty-sixth-street, and at the Institution for the Deaf and Dumb at Carmansville.",1866-11-16,article,Archives,None,Archives,[],https://www.nytimes.com/1866/11/16/archives/typhus-fever-at-the-female-branch-of-the-catholic-protectory-at.html,nyt://article/50b56122-651c-55a5-b41c-f6a943d71b1d,
DEAF AND DUMB,1926-12-05,article,Archives,None,Archives,[],https://www.nytimes.com/1926/12/05/archives/deaf-and-dumb.html,nyt://article/50bcd401-9fb6-5c2f-9ca4-106140e58df6,
"‘The Worthy’
",2006-07-23,article,News,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2006/07/23/books/chapters/0723-1st-clark.html,nyt://article/51443601-2828-54cd-bdc4-c330b6520c1a,By Will Clarke
Facing What His Characters Probably Never Will: Success,1998-08-23,article,Biography,Arts and Leisure Desk,Arts,['Music'],https://www.nytimes.com/1998/08/23/arts/facing-what-his-characters-probably-never-will-success.html,nyt://article/515ce7da-2c37-5d46-9dec-31fb9c38bf3f,By Ben Ratliff
GENERAL CITY NEWS.,1865-06-19,article,Archives,None,Archives,[],https://www.nytimes.com/1865/06/19/archives/general-city-news.html,nyt://article/515f5551-0a79-5d94-998f-1653fa9ba25c,
A Actress In Love With Risk,1989-09-17,article,News,Arts and Leisure Desk,Theater,['Theater'],https://www.nytimes.com/1989/09/17/theater/a-actress-in-love-with-risk.html,nyt://article/519cd96a-544d-5290-89d9-ce8ff37bbd28,By Benedict Nightingale
MAKE MUTES SPEAK BY SOUND VIBRATION; Public Exhibition of Work Done at the New York Institution for Deaf and Dumb.,1912-03-12,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1912/03/12/archives/make-mutes-speak-by-sound-vibration-public-exhibition-of-work-done.html,nyt://article/51e7e4f8-5d20-5206-8f07-b0b785db735e,
Reporter on Retracted Newsweek Article Put Monica on the Map,2005-05-17,article,News,National Desk,U.S.,[],https://www.nytimes.com/2005/05/17/politics/reporter-on-retracted-newsweek-article-put-monica-on-the-map.html,nyt://article/524687ac-5998-57c6-8f51-a44506ffcf60,By Charles McGrath
A tarnished Marion Jones couldn't outrun the truth,2007-10-05,article,News,IHT News,Sports,[],https://www.nytimes.com/2007/10/05/sports/05iht-jones.1.7767370.html,nyt://article/52da1900-9db4-53dd-8e1a-39a06233b987,By Harvey Araton
Illinois Institution for the Deaf and Dumb.,1858-03-06,article,Archives,None,Archives,[],https://www.nytimes.com/1858/03/06/archives/illinois-institution-for-the-deaf-and-dumb.html,nyt://article/52e951aa-708a-5e3d-a3c0-23e937d6f6de,
